nom_complet,genre,pays,age,revenu_annuel,type_abonnement,duree_abonnement_mois,nb_connexions_mensuelles,dernier_dispositif,derniere_connexion,churn,jour_semaine,mois
Rebecca Gilbert,Homme,Canada,38.0,34351.92,Standard,6.9,25,Tablette,2025-01-30 12:14:02,0,3,1
Carla Porter,Femme,France,37.0,56641.37,Premium,0.5,29,Tablette,2025-02-04 17:27:16,0,1,2
Elizabeth Campbell,Femme,France,60.0,31807.09,Premium,5.2,30,Mobile,2025-03-30 04:07:51,1,6,3
Rachel Hall,Homme,Algérie,24.0,51295.08,Standard,12.6,20,PC,2025-02-15 18:33:26,0,5,2
David Shah,Femme,France,28.0,32930.28,Standard,1.3,23,SmartTV,2025-04-18 07:02:41,0,4,4
Michael Harding,Homme,France,50.0,28278.68,Standard,30.1,18,PC,2025-04-16 11:42:31,0,2,4
Ronald Gomez,Homme,France,44.0,58576.93,Premium,15.0,34,Mobile,2025-04-26 14:00:06,0,5,4
Carolyn Martinez,Homme,Maroc,66.0,35947.01,Standard,11.0,21,Mobile,2025-01-31 23:43:14,0,4,1
Carol Harmon,Homme,France,19.0,30421.77,Standard,1.5,17,PC,2025-06-06 06:57:00,0,4,6
Allison Bell,Femme,Belgique,61.0,33766.14,Standard,18.1,27,Mobile,2025-05-11 06:42:13,0,6,5
Joshua Stanley,Femme,Maroc,43.761429322122964,37472.24,Standard,8.3,27,SmartTV,2025-05-05 18:44:40,0,0,5
Kelly Bowers,Homme,Maroc,39.0,21476.87,Premium,14.36419689119171,25,Mobile,2025-03-06 14:06:45,1,3,3
James Roberts,Femme,France,41.0,39189.15,Standard,6.0,27,Mobile,2025-04-28 19:13:24,0,0,4
David Lewis,Femme,Algérie,54.0,16734.4,Premium,16.2,27,Mobile,2025-01-27 10:18:10,0,0,1
Jennifer Lee,Homme,Algérie,51.0,26374.67,Standard,2.8,21,Mobile,2025-02-23 05:21:39,1,6,2
Bradley Anderson,Homme,Maroc,45.0,47571.02,Standard,1.9,29,Mobile,2025-04-08 17:06:16,1,1,4
Ryan Pearson,Homme,Canada,43.0,27055.14,Standard,10.6,23,SmartTV,2025-03-13 18:33:51,0,3,3
Barbara Todd,Femme,Belgique,68.0,40744.7,Premium,0.9,29,Mobile,2025-03-15 19:01:59,0,5,3
Shane Fox,Femme,Maroc,37.0,47778.96,Standard,1.3,15,Mobile,2025-03-31 17:24:27,0,0,3
Sandra Anderson,Homme,Belgique,58.0,40728.87,Standard,1.5,22,SmartTV,2025-07-09 09:02:17,0,2,7
Bonnie Smith,Femme,Maroc,18.0,34858.94,Premium,34.2,26,SmartTV,2025-03-22 09:36:57,0,5,3
Denise Moore,Homme,Maroc,59.0,22302.96,Standard,12.7,21,Mobile,2025-06-04 02:25:49,1,2,6
David Berry,Femme,Maroc,23.0,37144.12,Premium,4.4,25,Tablette,2025-04-12 06:19:02,0,5,4
Brandon Black,Homme,Maroc,20.0,46187.37,Premium,13.4,33,Mobile,2025-05-15 06:05:57,0,3,5
Alice Butler,Homme,France,36.0,20223.32,Premium,3.9,26,SmartTV,2025-02-04 06:10:59,0,1,2
Katelyn Stevens,Homme,France,43.761429322122964,40415.78,Familial,14.36419689119171,27,Mobile,2025-02-02 13:49:39,0,6,2
Kaitlyn Walker,Homme,Maroc,65.0,35410.06,Familial,10.2,27,Mobile,2025-06-29 10:19:27,1,6,6
Paul Arnold,Femme,Algérie,21.0,51807.65,Standard,2.4,28,PC,2025-04-15 18:48:30,0,1,4
Michael Hall,Homme,Algérie,60.0,29047.07,Premium,1.1,26,Mobile,2025-03-09 05:38:34,1,6,3
Andrew Howard,Homme,France,52.0,44191.87,Familial,5.1,32,SmartTV,2025-02-05 13:49:59,0,2,2
Veronica Smith,Homme,France,26.0,24640.75,Familial,18.5,17,PC,2025-03-22 17:16:59,0,5,3
Donna Williams,Homme,Maroc,39.0,31786.49,Premium,45.7,27,Tablette,2025-06-25 19:55:18,0,2,6
Michael Adkins,Homme,Algérie,56.0,55224.84,Standard,18.5,26,Mobile,2025-06-04 06:18:36,0,2,6
Anthony Rhodes,Femme,Belgique,28.0,55783.48,Familial,10.8,33,SmartTV,2025-05-09 23:37:19,0,4,5
Daisy Evans,Femme,Belgique,49.0,44032.91,Premium,6.5,32,Mobile,2025-04-04 08:04:21,0,4,4
Michael Cox,Homme,Belgique,47.0,22215.12,Premium,19.2,28,Mobile,2025-01-11 09:34:28,0,5,1
Herbert Merritt,Femme,Canada,40.0,41884.47,Premium,11.1,19,PC,2025-02-03 21:15:18,0,0,2
Kerry Oneill,Femme,Algérie,43.0,47057.66,Standard,39.2,44,Mobile,2025-05-24 04:16:07,1,5,5
Robert Walker,Femme,France,21.0,41387.73,Familial,2.8,26,PC,2025-05-25 23:02:30,0,6,5
Summer Meyers,Femme,Algérie,22.0,46537.82,Familial,18.3,20,Mobile,2025-06-14 09:46:57,0,5,6
Adam Walker Jr.,Femme,Canada,56.0,22063.87,Standard,17.5,28,Mobile,2025-05-22 11:57:13,0,3,5
Vicki Hernandez,Femme,Canada,20.0,59507.78,Premium,14.36419689119171,28,Mobile,2025-06-19 14:37:40,0,3,6
Amy Warren,Femme,Maroc,25.0,42353.47,Standard,6.2,26,PC,2025-05-19 13:34:02,0,0,5
Lisa Miller,Femme,Canada,24.0,40482.61,Standard,7.9,33,Tablette,2025-03-06 14:15:35,0,3,3
Alexander Golden,Homme,Belgique,53.0,37487.84,Familial,33.9,23,Mobile,2025-02-21 04:58:02,0,4,2
Brett Aguilar,Homme,Algérie,26.0,19025.63,Premium,34.1,23,Tablette,2025-05-06 07:24:11,0,1,5
Melvin Potts,Homme,France,32.0,30613.76,Premium,6.5,31,SmartTV,2025-04-11 10:06:03,0,4,4
Mary Golden,Homme,Maroc,32.0,41875.9,Standard,6.3,35,Mobile,2025-05-01 16:32:50,1,3,5
Peter Kelly,Homme,Belgique,31.0,36111.6,Standard,48.7,28,SmartTV,2025-02-13 19:40:46,1,3,2
Madison Andrade,Homme,Algérie,35.0,35612.66,Familial,13.0,27,Mobile,2025-02-12 16:29:17,0,2,2
Alison Whitehead,Femme,Canada,47.0,31334.79,Premium,2.9,31,SmartTV,2025-07-04 13:49:59,0,4,7
Tiffany Holt,Homme,Canada,20.0,51668.72,Premium,13.7,30,Inconnu,2025-04-16 22:38:06,1,2,4
Samantha Price,Femme,Algérie,52.0,23852.46,Standard,3.0,31,PC,2025-04-08 09:11:59,0,1,4
Anthony Flowers,Homme,Belgique,61.0,51418.62,Standard,57.2,15,SmartTV,2025-03-11 06:30:55,0,1,3
Ian Gordon,Homme,Belgique,29.0,31446.67,Familial,3.9,22,PC,2025-03-10 07:43:55,0,0,3
Christopher Khan,Homme,Belgique,56.0,40078.58,Premium,19.2,18,SmartTV,2025-05-29 06:30:33,1,3,5
Ethan Williams,Homme,Belgique,51.0,23098.03,Premium,3.8,31,SmartTV,2025-07-03 11:00:10,1,3,7
Tina Anderson,Femme,France,33.0,35959.54,Standard,27.0,22,Mobile,2025-02-28 03:16:11,0,4,2
Vanessa Cook,Homme,Belgique,65.0,45367.66,Premium,30.0,19,PC,2025-04-23 19:48:02,0,2,4
Oscar Wright,Homme,Belgique,28.0,40723.01,Premium,54.1,36,SmartTV,2025-05-08 01:02:34,0,3,5
Debbie Parker,Femme,Canada,38.0,33581.71,Premium,20.8,31,Mobile,2025-03-25 04:37:25,0,1,3
John Martinez,Homme,France,38.0,20181.52,Premium,4.7,28,SmartTV,2025-05-25 18:08:56,1,6,5
Nicole Henson,Femme,Maroc,63.0,49302.18,Premium,18.0,30,SmartTV,2025-06-15 04:05:59,0,6,6
Michael Montgomery,Femme,Canada,65.0,54444.53,Premium,0.1,22,Tablette,2025-03-17 02:48:33,0,0,3
Cory Thompson,Homme,Algérie,43.761429322122964,41528.62,Premium,1.9,18,Tablette,2025-02-21 23:02:06,0,4,2
David Chavez,Femme,France,48.0,28907.71,Standard,34.0,23,PC,2025-03-23 16:35:01,1,6,3
Michael Brooks,Femme,Belgique,43.761429322122964,47697.04,Standard,10.1,29,SmartTV,2025-04-18 19:06:51,0,4,4
Robert Dunn,Homme,Canada,31.0,38839.2,Premium,3.5,21,SmartTV,2025-03-12 11:44:37,0,2,3
Derrick Wilson,Homme,Belgique,23.0,36846.23,Familial,14.36419689119171,27,Mobile,2025-01-16 16:04:29,0,3,1
Stephanie Acosta,Homme,Maroc,27.0,51816.79,Standard,1.2,26,PC,2025-02-12 16:44:16,1,2,2
Kelly Ochoa,Femme,Canada,21.0,41807.16,Standard,9.9,26,PC,2025-01-15 11:31:17,0,2,1
Dr. John West,Homme,Canada,57.0,36220.71,Familial,13.7,23,Mobile,2025-03-02 02:12:32,0,6,3
Tyler Bullock,Homme,Belgique,21.0,46655.81,Standard,23.6,25,SmartTV,2025-03-24 13:15:18,0,0,3
Patrick Giles,Homme,Algérie,23.0,51274.82,Standard,0.0,25,Mobile,2025-07-07 16:37:50,0,0,7
Kathryn Parsons,Femme,Canada,40.0,47621.33,Familial,3.5,24,SmartTV,2025-03-04 16:51:36,0,1,3
Jessica Hickman,Femme,Maroc,30.0,34412.24,Premium,13.1,20,SmartTV,2025-07-07 12:22:40,0,0,7
Karen King,Homme,Maroc,27.0,22038.1,Standard,1.0,25,PC,2025-06-05 09:19:11,0,3,6
Jesse Thomas,Non précisé,France,65.0,17609.37,Premium,3.8,29,Mobile,2025-03-08 13:11:00,1,5,3
Sylvia Price,Homme,France,55.0,45850.7,Standard,2.5,40,Mobile,2025-05-16 08:34:04,1,4,5
Charles Watson,Femme,Algérie,28.0,38939.14,Premium,51.5,28,SmartTV,2025-06-14 01:18:37,1,5,6
Rhonda Davis,Femme,Belgique,61.0,16893.26,Standard,5.1,18,SmartTV,2025-06-07 16:04:09,0,5,6
Jared James,Homme,Canada,23.0,51963.49,Standard,26.3,25,Mobile,2025-04-29 20:02:33,0,1,4
Madison Cruz,Femme,Belgique,28.0,33944.74,Standard,1.4,25,Mobile,2025-05-22 04:18:06,0,3,5
Stephen Hill,Femme,Canada,27.0,34018.43,Premium,30.6,16,SmartTV,2025-01-21 04:26:48,0,1,1
Jessica Long,Femme,Belgique,30.0,42362.22,Standard,5.7,18,Mobile,2025-02-15 00:09:03,0,5,2
Erik Evans,Homme,Canada,40.0,53841.47,Standard,11.2,35,Mobile,2025-05-10 05:39:01,1,5,5
Tyler Grant,Femme,Belgique,64.0,28866.32,Premium,7.9,31,SmartTV,2025-01-13 15:50:32,1,0,1
Nicholas Powers,Homme,France,68.0,38068.78,Familial,25.5,25,Mobile,2025-01-01 03:21:06,0,2,1
Natalie Martinez,Homme,France,24.0,40728.87,Standard,12.3,20,PC,2025-03-26 11:53:32,0,2,3
Tyler Keller,Non précisé,Algérie,63.0,59030.37,Standard,0.4,28,Tablette,2025-05-17 19:20:55,0,5,5
Tyler Maynard III,Femme,Maroc,22.0,39774.61,Premium,0.8,25,PC,2025-06-10 00:19:05,1,1,6
Stephanie Baker,Homme,Belgique,52.0,38043.26,Standard,9.1,26,Mobile,2025-05-11 10:28:59,0,6,5
Valerie Beltran,Homme,Belgique,59.0,49073.38,Premium,12.8,19,SmartTV,2025-05-14 08:26:33,1,2,5
Austin Miller,Homme,Algérie,46.0,35295.29,Premium,4.3,20,PC,2025-02-09 13:13:35,1,6,2
Christine Carroll,Homme,Belgique,24.0,42537.56,Standard,23.1,28,PC,2025-06-28 21:39:17,0,5,6
Keith Carroll,Femme,Algérie,25.0,29890.83,Familial,52.4,20,Mobile,2025-04-21 10:02:39,0,0,4
Heather Allen,Homme,Maroc,44.0,56009.55,Premium,3.5,22,Mobile,2025-03-08 11:54:45,0,5,3
Joseph Fernandez,Femme,Algérie,40.0,55112.82,Premium,40.8,22,Tablette,2025-03-23 08:22:44,0,6,3
Eric Adkins,Homme,Canada,67.0,48688.03,Premium,20.7,30,PC,2025-04-27 09:57:53,0,6,4
Kenneth Martin,Homme,Maroc,59.0,37924.73,Standard,6.3,32,Mobile,2025-01-14 22:38:41,0,1,1
David Howell,Homme,Algérie,56.0,41117.65,Standard,6.1,30,SmartTV,2025-03-21 06:29:21,1,4,3
Eric Ramirez,Non précisé,Maroc,51.0,48179.57,Premium,5.3,31,Tablette,2025-05-01 08:02:00,0,3,5
Gabriella Bradley,Femme,Canada,47.0,35272.34,Standard,3.6,23,PC,2025-04-05 05:44:42,0,5,4
Katelyn Lee,Homme,Algérie,64.0,37872.13,Standard,13.4,24,Mobile,2025-02-14 16:37:10,0,4,2
James Ward,Homme,Maroc,40.0,43034.71,Familial,21.5,19,Mobile,2025-01-13 14:54:42,0,0,1
Jack Perry,Femme,Maroc,62.0,40910.14,Standard,32.2,35,Mobile,2025-04-03 17:00:13,0,3,4
Tammy Anderson,Homme,Maroc,57.0,29884.98,Premium,3.3,22,SmartTV,2025-03-15 04:21:07,1,5,3
John Harrington,Homme,Maroc,30.0,16904.87,Premium,15.4,30,Inconnu,2025-01-26 08:11:24,0,6,1
Adam Wheeler,Homme,Maroc,18.0,47294.99,Premium,14.36419689119171,28,PC,2025-03-30 04:46:18,0,6,3
Ashley Ross,Femme,Algérie,67.0,37221.41,Familial,3.0,24,Mobile,2025-01-03 22:39:49,0,4,1
Michaela Walker,Femme,Algérie,63.0,66002.61,Premium,0.8,28,Tablette,2025-01-12 05:36:48,0,6,1
Alicia Crawford,Homme,France,51.0,34957.13,Standard,7.5,26,Tablette,2025-02-19 01:47:02,1,2,2
Maxwell French,Femme,Canada,34.0,54230.9,Standard,27.3,28,Tablette,2025-06-15 01:16:55,0,6,6
Justin Harris,Homme,France,49.0,40728.87,Standard,23.9,29,SmartTV,2025-02-15 21:22:29,0,5,2
Lisa Barber,Femme,France,39.0,23083.85,Premium,2.8,24,Mobile,2025-03-31 12:28:58,0,0,3
Michelle Williams,Homme,Canada,66.0,53809.62,Standard,22.8,31,Mobile,2025-04-16 16:37:39,0,2,4
Amber Mendez,Femme,Algérie,37.0,40728.87,Premium,8.6,28,PC,2025-03-10 22:24:13,0,0,3
Craig Ali,Femme,Canada,69.0,50315.56,Premium,7.6,21,PC,2025-01-13 05:28:45,0,0,1
Derrick Burgess,Femme,France,55.0,32292.1,Standard,12.5,30,Mobile,2025-05-11 17:59:15,0,6,5
Christina Payne,Homme,Canada,50.0,32009.18,Premium,27.6,20,Mobile,2025-06-28 17:24:20,0,5,6
Zachary Hamilton,Femme,Algérie,35.0,22066.39,Premium,4.5,19,Mobile,2025-03-15 13:17:43,0,5,3
Peter Williams,Femme,Canada,57.0,17031.93,Premium,21.2,22,SmartTV,2025-03-09 00:11:00,0,6,3
Pamela Larson,Femme,Canada,23.0,33038.47,Premium,3.3,21,Inconnu,2025-05-11 05:12:27,0,6,5
Taylor Thompson,Homme,Belgique,61.0,48956.74,Standard,1.3,33,SmartTV,2025-04-07 22:09:45,1,0,4
Latasha Bennett,Femme,Belgique,38.0,43183.94,Standard,13.1,21,Tablette,2025-06-24 16:35:54,0,1,6
Robin Smith,Homme,Algérie,40.0,37347.42,Standard,9.0,18,PC,2025-05-29 08:26:15,0,3,5
Kristen Graham,Femme,France,46.0,16605.59,Premium,8.8,28,SmartTV,2025-01-25 16:33:01,0,5,1
Michael Yang,Homme,Algérie,68.0,42011.08,Familial,8.1,19,SmartTV,2025-03-25 12:10:07,0,1,3
Samantha Johnson,Femme,Algérie,67.0,40728.87,Premium,10.8,23,Mobile,2025-04-09 00:41:28,0,2,4
Melinda Jones,Femme,Maroc,63.0,48344.39,Standard,9.8,22,PC,2025-04-01 08:33:00,0,1,4
Stacy Robinson,Femme,Maroc,46.0,40728.87,Standard,8.7,29,Mobile,2025-05-23 04:50:20,0,4,5
John Kennedy,Non précisé,Maroc,60.0,67860.58,Premium,0.6,25,SmartTV,2025-06-15 20:22:34,0,6,6
Michael Baker,Femme,Belgique,42.0,49746.29,Standard,2.5,32,Mobile,2025-02-09 23:02:09,1,6,2
Justin King,Femme,Algérie,33.0,40214.98,Standard,2.6,30,Mobile,2025-02-16 22:49:23,0,6,2
Michelle Collins,Femme,Algérie,52.0,41497.39,Familial,1.8,16,SmartTV,2025-01-29 21:28:15,0,2,1
Jordan Schultz,Homme,Algérie,42.0,40728.87,Standard,22.0,32,Mobile,2025-02-27 11:56:41,1,3,2
Evelyn Clark,Homme,Algérie,32.0,51272.36,Familial,7.4,28,SmartTV,2025-05-26 14:57:41,0,0,5
Gregory Lane,Homme,Canada,42.0,61025.25,Premium,4.1,36,Mobile,2025-07-07 22:56:11,0,0,7
Tracey Leach,Homme,Algérie,24.0,28101.44,Standard,15.2,23,Mobile,2025-04-03 13:47:50,1,3,4
Tyler Valencia,Homme,France,26.0,41096.44,Standard,2.2,32,Mobile,2025-01-29 04:05:42,0,2,1
Matthew Armstrong,Homme,Belgique,46.0,63180.8,Premium,11.1,25,SmartTV,2025-04-18 08:59:49,0,4,4
Sarah Weber,Femme,France,69.0,33061.2,Premium,0.1,20,PC,2025-03-25 23:48:15,0,1,3
Brandon Norton,Non précisé,Algérie,51.0,33278.03,Standard,5.0,25,Mobile,2025-01-25 21:52:49,0,5,1
Dr. Rhonda Rivers,Homme,Algérie,29.0,38207.74,Familial,1.9,19,SmartTV,2025-03-21 22:36:17,1,4,3
Tammy Ponce,Femme,Canada,43.761429322122964,53981.48,Premium,2.9,23,SmartTV,2025-05-20 05:55:16,0,1,5
Andrea Howell,Homme,Algérie,29.0,24953.17,Standard,14.36419689119171,22,Mobile,2025-04-25 10:52:29,1,4,4
Jason Odonnell,Femme,France,18.0,52097.65,Standard,5.9,29,SmartTV,2025-03-05 01:22:05,0,2,3
Scott Erickson,Femme,Belgique,43.761429322122964,19898.1,Standard,9.7,22,PC,2025-03-03 14:49:23,0,0,3
Anthony Long,Homme,Maroc,64.0,59628.22,Standard,5.8,21,PC,2025-04-02 21:26:22,0,2,4
Cody Daniels,Homme,Belgique,43.0,36507.3,Standard,37.3,29,SmartTV,2025-04-26 23:18:56,1,5,4
Rebecca Underwood,Femme,Canada,32.0,42626.11,Standard,12.6,31,PC,2025-05-22 03:04:43,0,3,5
Aaron Nelson,Femme,Maroc,43.761429322122964,51452.58,Premium,10.7,24,Mobile,2025-03-24 07:58:26,1,0,3
Daniel Thomas,Femme,France,57.0,36515.13,Standard,16.5,33,SmartTV,2025-01-24 04:47:45,0,4,1
Brittney Mccarthy,Femme,France,44.0,41696.11,Familial,13.3,25,PC,2025-05-27 06:53:22,0,1,5
Sarah Newman,Femme,Maroc,47.0,35235.05,Standard,14.0,26,Mobile,2025-05-21 11:37:23,0,2,5
Jennifer Murphy,Homme,Canada,55.0,33024.32,Standard,14.36419689119171,23,SmartTV,2025-01-24 21:01:02,1,4,1
Matthew Alvarez,Homme,Maroc,49.0,47607.8,Standard,36.5,24,PC,2025-05-23 16:12:08,0,4,5
Krystal Richards,Femme,Belgique,55.0,17784.26,Standard,0.8,30,PC,2025-04-04 01:48:02,0,4,4
Caleb Alvarado,Homme,Belgique,44.0,37293.34,Standard,13.4,28,SmartTV,2025-05-27 04:01:40,0,1,5
Nicole Perry,Homme,Canada,43.761429322122964,28208.28,Premium,30.9,35,PC,2025-06-09 02:26:01,1,0,6
Anthony Smith,Femme,Belgique,50.0,41846.81,Premium,12.8,22,Mobile,2025-05-06 09:04:50,0,1,5
Stephen Garcia,Femme,Algérie,46.0,49369.41,Premium,16.5,21,SmartTV,2025-03-26 17:17:31,0,2,3
Anthony Jones,Homme,France,48.0,22866.65,Familial,20.8,32,Mobile,2025-01-24 17:18:32,1,4,1
Cynthia Wade,Femme,Belgique,38.0,48669.5,Standard,1.3,20,PC,2025-07-08 03:25:27,0,1,7
Robert Bennett,Femme,Maroc,56.0,57928.71,Premium,4.5,21,SmartTV,2025-06-28 07:48:52,1,5,6
Mary Gardner,Homme,Canada,53.0,47483.66,Premium,13.2,21,PC,2025-05-28 08:17:48,0,2,5
Larry Lara,Homme,France,24.0,34739.37,Premium,8.3,22,SmartTV,2025-05-27 23:40:27,0,1,5
John Brown,Homme,Maroc,29.0,45305.72,Premium,1.7,22,SmartTV,2025-01-16 08:52:02,1,3,1
Christine Dominguez,Femme,Belgique,69.0,49053.59,Premium,1.7,30,SmartTV,2025-01-17 23:16:56,0,4,1
Omar Mitchell,Homme,Maroc,67.0,40728.87,Premium,13.9,23,Mobile,2025-05-15 19:31:46,0,3,5
Carrie Nguyen,Homme,Canada,44.0,45324.6,Premium,9.2,25,SmartTV,2025-06-26 11:12:03,0,3,6
Vincent Cox,Homme,France,46.0,32091.63,Premium,12.5,19,Mobile,2025-04-27 11:55:26,0,6,4
Michael Flores,Femme,Canada,26.0,35677.63,Familial,0.3,18,Inconnu,2025-04-09 19:29:53,0,2,4
Sean Martin,Homme,France,29.0,40728.87,Standard,14.36419689119171,26,PC,2025-06-09 07:39:11,0,0,6
Jason Jackson,Femme,Belgique,44.0,37195.92,Premium,3.5,25,Mobile,2025-06-23 23:30:58,0,0,6
Rachel Morgan,Homme,Belgique,41.0,52914.14,Premium,22.8,31,SmartTV,2025-02-14 06:32:38,0,4,2
Kenneth Howard,Homme,Canada,24.0,46713.85,Premium,18.3,36,PC,2025-03-27 06:21:33,0,3,3
Randy Chaney,Femme,Belgique,49.0,51170.82,Familial,1.6,18,Mobile,2025-02-22 02:22:50,0,5,2
Kelly Goodman,Femme,Maroc,43.761429322122964,43034.18,Standard,4.6,31,SmartTV,2025-04-20 16:09:52,0,6,4
Michael Glover,Femme,Maroc,34.0,59179.45,Premium,8.2,24,SmartTV,2025-01-29 02:11:13,0,2,1
Kristen Diaz,Homme,Belgique,66.0,38884.15,Standard,22.1,30,Mobile,2025-06-02 16:13:18,0,0,6
Alex Smith,Homme,Maroc,30.0,35036.61,Standard,43.3,31,Mobile,2025-03-16 04:47:09,0,6,3
Kenneth Wright,Femme,Belgique,49.0,40728.87,Standard,14.2,24,Mobile,2025-04-09 19:08:02,0,2,4
Gavin Curry,Homme,Canada,32.0,28111.44,Premium,9.1,21,Inconnu,2025-01-23 08:34:44,0,3,1
Johnny Johnson,Femme,France,47.0,50650.9,Standard,4.6,19,Mobile,2025-02-19 12:25:47,1,2,2
Joseph Banks,Femme,Belgique,57.0,25421.78,Familial,26.1,25,PC,2025-04-11 02:25:06,0,4,4
John Burke,Femme,France,56.0,32639.36,Familial,1.2,20,Mobile,2025-06-18 12:30:04,0,2,6
James Tucker,Femme,France,41.0,58859.45,Premium,49.7,22,SmartTV,2025-01-04 08:24:37,0,5,1
Katie Palmer,Femme,Canada,52.0,53714.99,Standard,0.5,25,Mobile,2025-07-04 03:51:04,0,4,7
Melanie Ferguson,Homme,Belgique,32.0,41733.74,Premium,27.8,21,SmartTV,2025-06-03 15:38:21,0,1,6
Timothy Murphy,Femme,Maroc,43.761429322122964,38185.57,Familial,20.0,26,SmartTV,2025-05-24 22:40:18,1,5,5
Brenda Kelley,Femme,Maroc,33.0,23930.89,Standard,11.1,34,SmartTV,2025-03-29 14:59:13,0,5,3
James Weaver,Homme,France,22.0,15885.28,Premium,15.2,27,SmartTV,2025-01-24 15:38:42,1,4,1
Jeffery Jones,Femme,France,64.0,43550.06,Standard,8.9,23,Mobile,2025-01-10 12:03:04,0,4,1
Jennifer Dunlap,Homme,Algérie,41.0,42559.23,Standard,9.4,19,Mobile,2025-06-12 01:06:12,0,3,6
Mr. Joshua Grimes MD,Homme,Canada,24.0,54534.76,Premium,0.7,25,PC,2025-04-14 09:47:13,1,0,4
Dylan Delacruz,Femme,Canada,35.0,46980.54,Standard,18.4,24,PC,2025-05-04 09:05:32,0,6,5
Briana Garcia,Homme,Algérie,50.0,62415.51,Standard,3.0,20,SmartTV,2025-03-18 21:50:34,0,1,3
Jennifer Horne,Homme,France,59.0,29900.71,Premium,14.36419689119171,23,SmartTV,2025-02-17 08:04:58,0,0,2
Scott Montgomery,Homme,Belgique,39.0,20750.33,Premium,3.6,24,SmartTV,2025-01-14 04:48:54,0,1,1
Isaiah Coleman,Homme,Algérie,36.0,35516.74,Standard,19.7,25,Tablette,2025-03-01 12:26:46,1,5,3
Angela Anderson,Homme,Maroc,23.0,40982.86,Premium,9.7,22,SmartTV,2025-05-12 16:34:09,0,0,5
Courtney Perry,Femme,Canada,31.0,58232.05,Standard,0.4,26,PC,2025-05-12 16:15:41,0,0,5
Jack Gonzalez,Femme,France,28.0,40728.87,Standard,0.9,31,SmartTV,2025-06-28 21:48:25,0,5,6
Matthew Simon,Homme,Maroc,62.0,55996.72,Familial,2.1,25,SmartTV,2025-05-03 11:21:01,0,5,5
Brian Nelson,Femme,Algérie,22.0,45330.42,Premium,20.3,23,SmartTV,2025-01-14 23:48:39,1,1,1
Christopher Hernandez,Femme,Canada,22.0,23831.88,Standard,23.0,27,PC,2025-05-27 21:48:35,0,1,5
Dennis Morris,Homme,Belgique,55.0,57764.45,Standard,2.7,33,SmartTV,2025-01-05 04:36:48,0,6,1
James Caldwell,Femme,France,31.0,35672.23,Premium,14.5,27,Mobile,2025-06-07 06:11:35,0,5,6
George Mathis,Homme,Maroc,54.0,41811.87,Standard,3.1,30,SmartTV,2025-05-08 11:44:40,0,3,5
Deanna Wilson,Homme,Belgique,21.0,30997.9,Premium,0.2,27,SmartTV,2025-04-19 06:36:52,0,5,4
Linda Young,Femme,France,57.0,35630.82,Standard,21.1,21,Mobile,2025-04-04 01:30:19,0,4,4
Kimberly Jimenez,Femme,France,63.0,41220.95,Familial,24.6,26,PC,2025-07-04 03:46:19,0,4,7
Carl Salazar,Femme,Belgique,19.0,32704.94,Premium,2.0,20,PC,2025-03-06 07:34:37,0,3,3
Darlene Weaver,Homme,Maroc,57.0,30111.63,Premium,23.5,31,Mobile,2025-03-03 14:28:48,1,0,3
Michael Munoz,Femme,Maroc,42.0,23610.35,Familial,38.9,22,PC,2025-06-19 08:55:09,0,3,6
Alex Hammond,Femme,Canada,58.0,37192.55,Premium,24.4,27,SmartTV,2025-05-29 19:40:50,0,3,5
Henry Cherry,Homme,Algérie,52.0,55670.33,Standard,6.0,27,PC,2025-06-07 03:57:19,0,5,6
Patrick Hobbs,Femme,Belgique,22.0,51689.42,Standard,9.2,21,Mobile,2025-04-17 14:58:35,1,3,4
Martin Russell,Femme,Algérie,36.0,40728.87,Premium,2.9,25,Mobile,2025-06-05 15:37:59,0,3,6
Dr. Beth Jones,Non précisé,Maroc,40.0,44755.21,Standard,5.7,27,Mobile,2025-06-26 15:34:47,0,3,6
Ronnie Reyes,Femme,Canada,41.0,47402.33,Standard,8.5,22,Mobile,2025-02-22 08:39:08,0,5,2
Peggy Phillips,Homme,Canada,18.0,52670.11,Standard,8.7,24,SmartTV,2025-07-08 02:35:28,0,1,7
Victoria Fry,Femme,Maroc,43.0,45522.87,Standard,9.5,20,Mobile,2025-03-30 12:34:24,0,6,3
Ann Pearson,Homme,Maroc,37.0,60347.35,Premium,36.3,19,PC,2025-02-12 00:57:07,0,2,2
Linda Rodriguez,Femme,Maroc,43.761429322122964,57648.44,Familial,3.4,26,Mobile,2025-03-22 06:04:10,0,5,3
Christopher Lucero,Homme,Maroc,27.0,48790.47,Standard,39.3,28,Inconnu,2025-02-28 17:11:23,0,4,2
Dr. Michele Maldonado MD,Homme,Canada,42.0,38463.39,Premium,38.4,30,Mobile,2025-03-02 11:20:27,0,6,3
Terry Carr,Homme,Canada,47.0,21109.48,Standard,11.4,24,SmartTV,2025-02-09 15:55:47,1,6,2
Jacqueline Roman,Homme,Canada,68.0,42239.38,Premium,0.6,21,Mobile,2025-04-23 11:42:57,0,2,4
Sarah Martinez,Homme,Canada,62.0,65854.98,Standard,21.1,18,Mobile,2025-06-14 09:59:45,1,5,6
Jack Rodriguez Jr.,Homme,Maroc,48.0,31742.91,Premium,7.3,30,Mobile,2025-05-18 16:35:28,0,6,5
